date,ts,value,breakdown
2026-03-04,2026-03-04T06:15:07.067Z,3116076.76,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1894307.2599999998,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1627"",""currentPrice"":454.5,""change"":-9.181736437206514,""valueTWD"":739471.5,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":76.79,""change"":-0.3762324857291023,""valueTWD"":235240.85,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":66.68,""change"":-2.128284162630249,""valueTWD"":311669.03,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":45.39,""change"":-1.710697271546122,""valueTWD"":227925.88,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1221769.5,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":51.85,""change"":-2.629107981220655,""valueTWD"":466650,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":55,""change"":-2.912621359223299,""valueTWD"":165000,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":454.5,""change"":-9.181736437206514,""valueTWD"":532219.5,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":11.58,""change"":-5.469387755102041,""valueTWD"":57900,""targetPct"":5}]}]"
2026-03-05,2026-03-05T07:35:38.976Z,3218151.99,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1953227.19,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1627"",""currentPrice"":478.8,""change"":5.3465346534653495,""valueTWD"":779007.6,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":77.31,""change"":0.6771715067065972,""valueTWD"":237825.09,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":68.65,""change"":2.9544091181763625,""valueTWD"":322220.01,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":46.44,""change"":2.3132848645075943,""valueTWD"":234174.49,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1264924.8,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":52.55,""change"":1.3500482160077063,""valueTWD"":472950,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":56.9,""change"":3.454545454545452,""valueTWD"":170700,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":478.8,""change"":5.3465346534653495,""valueTWD"":560674.8,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":12.12,""change"":4.663212435233153,""valueTWD"":60600,""targetPct"":5}]}]"
2026-03-06,2026-03-06T07:14:10.454Z,3195601.12,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1934304.57,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1627"",""currentPrice"":478.05,""change"":-0.15664160401002505,""valueTWD"":777787.35,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":75,""change"":-2.9879705083430372,""valueTWD"":230422.14,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":68.26,""change"":-0.5680990531682455,""valueTWD"":319977.32,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":44.9,""change"":-3.316106804478896,""valueTWD"":226117.76,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1261296.55,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":52.6,""change"":0.09514747859182543,""valueTWD"":473400,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":56,""change"":-1.5817223198594001,""valueTWD"":168000,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":478.05,""change"":-0.15664160401002505,""valueTWD"":559796.55,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":12.02,""change"":-0.8250825082508222,""valueTWD"":60100,""targetPct"":5}]}]"
2026-03-07,2026-03-07T10:30:07.851Z,3190815.62,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1929519.0699999998,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1627"",""currentPrice"":478.05,""change"":-0.15664160401002505,""valueTWD"":777787.35,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":77.24,""change"":2.9866666666666597,""valueTWD"":237304.08,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":66.19,""change"":-3.032522707295645,""valueTWD"":310273.94,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":44.51,""change"":-0.8685968819599121,""valueTWD"":224153.7,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1261296.55,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":52.6,""change"":0.09514747859182543,""valueTWD"":473400,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":56,""change"":-1.5817223198594001,""valueTWD"":168000,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":478.05,""change"":-0.15664160401002505,""valueTWD"":559796.55,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":12.02,""change"":-0.8250825082508222,""valueTWD"":60100,""targetPct"":5}]}]"
2026-03-08,2026-03-08T11:14:57.198Z,3195123.24,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1933826.69,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1627"",""currentPrice"":478.05,""change"":-0.15664160401002505,""valueTWD"":777787.35,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":77.24,""change"":2.9866666666666597,""valueTWD"":238628.65,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":66.19,""change"":-3.032522707295645,""valueTWD"":312005.81,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":44.51,""change"":-0.8685968819599121,""valueTWD"":225404.88,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1261296.55,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":52.6,""change"":0.09514747859182543,""valueTWD"":473400,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":56,""change"":-1.5817223198594001,""valueTWD"":168000,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":478.05,""change"":-0.15664160401002505,""valueTWD"":559796.55,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":12.02,""change"":-0.8250825082508222,""valueTWD"":60100,""targetPct"":5}]}]"
2026-03-09,2026-03-09T06:50:59.130Z,3061663.94,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1877999.74,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1677"",""currentPrice"":430.2,""change"":-10.009413241292757,""valueTWD"":721445.4,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":77.24,""change"":2.9866666666666597,""valueTWD"":238787.01,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":66.19,""change"":-3.032522707295645,""valueTWD"":312212.87,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":44.51,""change"":-0.8685924663070108,""valueTWD"":225554.46,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1183664.2,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":51.6,""change"":-1.9011406844106464,""valueTWD"":464400,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":53.25,""change"":-4.910714285714286,""valueTWD"":159750,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":430.2,""change"":-10.009413241292757,""valueTWD"":503764.2,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":11.15,""change"":-7.237936772046583,""valueTWD"":55750,""targetPct"":5}]}]"
2026-03-10,2026-03-10T06:04:04.039Z,3142041.71,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1925267.3599999999,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1677"",""currentPrice"":449.85,""change"":4.5676429567643035,""valueTWD"":754398.45,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":78.02,""change"":1.0098394614189554,""valueTWD"":241198.38,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":67.94,""change"":2.643903912977791,""valueTWD"":320467.47,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":45.23,""change"":1.6176140193214985,""valueTWD"":229203.06,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1216774.35,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":51.7,""change"":0.19379844961240586,""valueTWD"":465300,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":55.45,""change"":4.131455399061038,""valueTWD"":166350,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":449.85,""change"":4.5676429567643035,""valueTWD"":526774.35,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":11.67,""change"":4.663677130044839,""valueTWD"":58350,""targetPct"":5}]}]"
2026-03-11,2026-03-11T06:06:30.166Z,3249028.05,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1980090.45,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1677"",""currentPrice"":485.6,""change"":7.947093475602979,""valueTWD"":814351.2,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":76.86,""change"":-1.4867982568572118,""valueTWD"":236990.68,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":67.91,""change"":-0.044156608772447946,""valueTWD"":319488.03,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":45.36,""change"":0.2874198540791567,""valueTWD"":229260.54,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1268937.6,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":52.25,""change"":1.063829787234037,""valueTWD"":470250,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":56,""change"":0.9918845807033313,""valueTWD"":168000,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":485.6,""change"":7.947093475602979,""valueTWD"":568637.6,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":12.41,""change"":6.341045415595546,""valueTWD"":62050,""targetPct"":5}]}]"
2026-03-12,2026-03-12T06:00:21.837Z,3199293.16,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1950373.16,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1677"",""currentPrice"":470,""change"":-3.2125205930807295,""valueTWD"":788190,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":75.64,""change"":-1.5873015873015859,""valueTWD"":233228.92,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":67.9,""change"":-0.014725371815624952,""valueTWD"":319440.98,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":45.41,""change"":0.11022927689593728,""valueTWD"":229513.26,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1248920,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":52.1,""change"":-0.28708133971291594,""valueTWD"":468900,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":56.05,""change"":0.08928571428570921,""valueTWD"":168150,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":470,""change"":-3.2125205930807295,""valueTWD"":550370,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":12.3,""change"":-0.8863819500402855,""valueTWD"":61500,""targetPct"":5}]}]"
2026-03-13,2026-03-13T06:11:32.724Z,3173671.8,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1930866.6500000001,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1677"",""currentPrice"":464.65,""change"":-1.1382978723404304,""valueTWD"":779218.05,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":76,""change"":0.4759386567953456,""valueTWD"":235132.98,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":65.58,""change"":-3.4167893961708504,""valueTWD"":309571.78,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":44.75,""change"":-1.453424355868744,""valueTWD"":226943.84,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1242805.15,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":52.05,""change"":-0.09596928982726347,""valueTWD"":468450,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":56.25,""change"":0.3568242640499605,""valueTWD"":168750,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":464.65,""change"":-1.1382978723404304,""valueTWD"":544105.15,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":12.3,""change"":0.1626016260162567,""valueTWD"":61500,""targetPct"":5}]}]"
2026-03-14,2026-03-14T06:00:20.459Z,3182556.5199999996,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1939751.3699999999,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1677"",""currentPrice"":464.65,""change"":-1.1382978723404304,""valueTWD"":779218.05,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":75.61,""change"":-0.5131578947368429,""valueTWD"":238360.52,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":64.76,""change"":-1.2503812137846801,""valueTWD"":311495.6,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":44.64,""change"":-0.24581005586592053,""valueTWD"":230677.2,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1242805.15,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":52.05,""change"":-0.09596928982726347,""valueTWD"":468450,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":56.25,""change"":0.3568242640499605,""valueTWD"":168750,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":464.65,""change"":-1.1382978723404304,""valueTWD"":544105.15,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":12.3,""change"":0.1626016260162567,""valueTWD"":61500,""targetPct"":5}]}]"
2026-03-15,2026-03-15T06:00:16.507Z,3182556.5199999996,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1939751.3699999999,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1677"",""currentPrice"":464.65,""change"":-1.1382978723404304,""valueTWD"":779218.05,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":75.61,""change"":-0.5131578947368429,""valueTWD"":238360.52,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":64.76,""change"":-1.2503812137846801,""valueTWD"":311495.6,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":44.64,""change"":-0.24581005586592053,""valueTWD"":230677.2,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1242805.15,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":52.05,""change"":-0.09596928982726347,""valueTWD"":468450,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":56.25,""change"":0.3568242640499605,""valueTWD"":168750,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":464.65,""change"":-1.1382978723404304,""valueTWD"":544105.15,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":12.3,""change"":0.1626016260162567,""valueTWD"":61500,""targetPct"":5}]}]"
2026-03-16,2026-03-16T06:00:22.971Z,3174240.26,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1928014.66,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1677"",""currentPrice"":463.6,""change"":-0.22597654148282675,""valueTWD"":777457.2,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":75.61,""change"":-0.5131578947368429,""valueTWD"":235314.08,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":64.76,""change"":-1.2503812137846801,""valueTWD"":307514.43,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":44.64,""change"":-0.24581005586592053,""valueTWD"":227728.95,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1246225.6,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":52.45,""change"":0.7684918347742665,""valueTWD"":472050,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":56.15,""change"":-0.1777777777777803,""valueTWD"":168450,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":463.6,""change"":-0.22597654148282675,""valueTWD"":542875.6,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":12.57,""change"":2.195121951219509,""valueTWD"":62850,""targetPct"":5}]}]"
2026-03-17,2026-03-17T06:00:14.996Z,3238561.17,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1969382.4700000002,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1677"",""currentPrice"":479.7,""change"":3.4728213977566793,""valueTWD"":804456.9,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":76.66,""change"":1.3887051977251648,""valueTWD"":238264.19,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":66.19,""change"":2.2081531809758994,""valueTWD"":313886.28,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":45.69,""change"":2.3521505376344023,""valueTWD"":232775.1,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1269178.7,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":52.75,""change"":0.571973307912292,""valueTWD"":474750,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":56.1,""change"":-0.08904719501335202,""valueTWD"":168300,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":479.7,""change"":3.4728213977566793,""valueTWD"":561728.7,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":12.88,""change"":2.466189339697697,""valueTWD"":64400,""targetPct"":5}]}]"
2026-03-18,2026-03-18T06:00:00.935Z,3305750.49,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":2008125.94,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1677"",""currentPrice"":496.05,""change"":3.4083802376485353,""valueTWD"":831875.85,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":76.93,""change"":0.3522045395251895,""valueTWD"":239645.81,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":66.85,""change"":0.997129475751619,""valueTWD"":317735.32,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":46.78,""change"":2.3856423725104037,""valueTWD"":238868.96,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1297624.55,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":53,""change"":0.47393364928909953,""valueTWD"":477000,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":57.65,""change"":2.76292335115864,""valueTWD"":172950,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":496.05,""change"":3.4083802376485353,""valueTWD"":580874.55,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":13.36,""change"":3.7267080745341503,""valueTWD"":66800,""targetPct"":5}]}]"
